식품명,식품대분류명,영양성분함량기준량,에너지(kcal)
마늘쫑볶음_건어물,볶음류,100ml,73
마파두부,볶음류,100ml,139
멸치볶음,볶음류,100ml,114
멸치볶음_견과류,볶음류,100ml,172
멸치볶음_꽈리고추,볶음류,100ml,79
멸치볶음(멸치만),볶음류,100ml,114
문어볶음,볶음류,100ml,67
미역줄기볶음,볶음류,100ml,26
미역줄기볶음_미역줄기,볶음류,100ml,39
삼겹살볶음_낙지,볶음류,100ml,235
새송이버섯볶음_새송이버섯_채소,볶음류,100ml,25
소고기볶음,볶음류,100ml,163
소고기볶음_고추장,볶음류,100ml,143
소고기볶음_버섯,볶음류,100ml,97
소시지볶음,볶음류,100ml,133
소시지볶음_채소,볶음류,100ml,134
순대볶음,볶음류,100ml,150
순대볶음_곱창,볶음류,100ml,115
닭볶음(닭갈비),볶음류,100ml,166
돼지고기볶음_김치,볶음류,100ml,109
돼지고기볶음_돼지고기,볶음류,100ml,134
돼지고기볶음_돼지고기_버섯,볶음류,100ml,102
돼지고기볶음_돼지고기_오징어,볶음류,100ml,136
돼지고기볶음_돼지고기_채소,볶음류,100ml,106
돼지고기볶음_케찹,볶음류,100ml,173
두부김치,볶음류,100ml,66
두부김치_돼지고기,볶음류,100ml,84
떡볶이_소고기,볶음류,100ml,87
떡볶이_소고기_버섯,볶음류,100ml,77
떡볶이_어묵,볶음류,100ml,130
떡볶이_양배추,볶음류,100ml,60
떡볶이_카레,볶음류,100ml,91
라볶이,볶음류,100ml,113
마늘쫑볶음_간장,볶음류,100ml,89
마늘쫑볶음_건새우,볶음류,100ml,61
마늘쫑볶음_멸치,볶음류,100ml,64
감자볶음_감자_당근,볶음류,100ml,47
감자볶음_채소,볶음류,100ml,88
감자볶음_풋고추,볶음류,100ml,102
감자볶음_양파,볶음류,100ml,122
감자볶음_햄,볶음류,100ml,159
건새우볶음,볶음류,100ml,109
건새우볶음_건새우,볶음류,100ml,120
건새우볶음_건새우_꽈리고추,볶음류,100ml,71
건새우볶음_풋고추,볶음류,100ml,163
